lat,lon,country,state,county,species,year,sex,sc,doy,elevation,tmax_wt,tmax_sp,tmin_wt,tmin_sp,ppt_wt,ppt_sp,NA_L3CODE,NA_L3NAME,NA_L2CODE,NA_L2NAME,LT_Tmax_wt,LT_Tmax_sp,LT_Tmin_wt,LT_Tmin_sp,LT_PPT_wt,LT_PPT_sp,Tmax_wt_anm,Tmax_sp_anm,Tmin_wt_anm,Tmin_sp_anm,PPT_wt_anm,PPT_sp_anm
58.69,-156.65,US,Alaska,Bristol Bay,Populus balsamifera,1972,F,Alaska_Bristol Bay,190,42.96574401855469,-3.338440704345703,-7.897119903564453,-9.81157989501953,-18.61809387207031,118.01214170455933,67.9358901977539,2.2.5,Bristol Bay-Nushagak Lowlands,2.2,ALASKA TUNDRA,-4.300916470410459,-0.9785892492582812,-10.53261190155805,-9.199767753857524,82.14321261737307,93.09515958144884,0.962475766064756,-6.9185306543061715,0.7210320065385201,-9.418326118212788,0.4366633340025963,-0.27025324943648793
61.46,-149.36,US,Alaska,Anchorage,Populus trichocarpa,1961,F,Alaska_Anchorage,141,765.77117919921875,-2.969272994995117,-6.996168518066407,-8.722265625,-17.29310760498047,406.94532775878906,311.25862884521484,NA,NA,NA,NA,-8.895245246563928,-3.5276327646580055,-14.29534382448358,-10.811398513216933,374.7407785087521,273.84547051005,5.92597225156881,-3.468535753408401,5.5730781994835805,-6.481709091763538,0.08593820341141449,0.1366214247235168
45.738035000000004,-107.569528,US,Montana,Big Horn,Populus deltoides,1941,F,Montana_Big Horn,135,1213.968994140625,2.948024559020996,7.697348022460938,-6.226109313964844,-4.517684555053711,16.8913836479187,139.2877435684204,9.3.3,Northwestern Great Plains,9.3,WEST-CENTRAL SEMIARID PRAIRIES,0.234174766328376,7.148778131028184,-8.623980844142073,-5.030684992465652,54.457616759275986,130.64845233340225,2.7138497926926197,0.5485698914327539,2.3978715301772295,0.5130004374119412,-0.6898251401161156,0.06612624245231413
60.5,-149.75,US,Alaska,Kenai Peninsula,Populus trichocarpa,1951,F,Alaska_Kenai Peninsula,154,600.19921875,-7.161737060546875,-7.17193603515625,-12.47427978515625,-16.18499755859375,242.31694793701172,137.8835906982422,7.1.4,Pacific Coastal Mountains,7.1,MARINE WEST COAST FOREST,-6.33969651490955,-2.7399061633821784,-11.064322573774952,-9.064109891041989,276.3882044077728,207.451868835898,-0.822040545637325,-4.432029871774072,-1.4099572113812986,-7.120887667551763,-0.12327319302126805,-0.33534659643238435
62.96,-155.6,US,Alaska,Yukon-Koyukuk,Populus balsamifera,1961,F,Alaska_Yukon-Koyukuk,166,377.8222961425781,-10.868814086914062,-14.713131713867188,-16.986265563964842,-25.66390380859375,23.383051872253414,41.81161785125733,3.1.2,Interior Bottomlands,3.1,ALASKA BOREAL INTERIOR,-17.791474287388688,-10.443470722486992,-23.00251711311987,-19.552353857986063,52.28626379433325,46.695355704131245,6.922660200474626,-4.269660991380196,6.016251549155026,-6.111549950607689,-0.5527878609909845,-0.10458722884172908
38.9984,-105.500278,US,Colorado,Park,Populus tremuloides,1936,M,Colorado_Park,81,2957.998046875,-0.8464442253112793,4.0418445587158205,-15.44403533935547,-10.167849731445312,35.862106800079346,64.0741491317749,6.2.14,Southern Rockies,6.2,WESTERN CORDILLERA,-1.7755673929985796,2.9943934856342684,-15.3715634853557,-11.076708382358069,43.818602430375954,101.93235072320248,0.9291231676873004,1.047451073081552,-0.07247185399976885,0.908858650912757,-0.18157803282153523,-0.371405165512484
63.48,-145.85,US,Alaska,Southeast Fairbanks,Populus balsamifera,1961,F,Alaska_Southeast Fairbanks,153,888.832275390625,-12.372898864746094,-11.035502624511718,-18.37888793945313,-22.5104736328125,33.868133544921875,54.337599754333496,6.1.2,Alaska Range,6.1,BOREAL CORDILLERA,-18.885243567773852,-7.539981491024753,-24.05377272007829,-17.650725872135965,44.78588206549822,52.79420715187778,6.5123447030277575,-3.4955211334869647,5.67488478062516,-4.859747760676534,-0.2437765656732944,0.02923412786587937
61.68,-149.05,US,Alaska,Matanuska-Susitna,Populus balsamifera,1961,F,Alaska_Matanuska-Susitna,141,890.4384155273436,-7.310469818115235,-9.573529052734376,-13.43065948486328,-21.25952911376953,92.66021728515624,83.26636409759521,7.1.3,Cook Inlet,7.1,MARINE WEST COAST FOREST,-13.699331749091714,-6.216578599785556,-19.21194395420915,-14.293257175734064,120.87534741046063,83.43736030225995,6.3888619309764785,-3.35695045294882,5.78128446934587,-6.966271938035469,-0.2334233632395968,-0.00204939614634597
59.45,-135.3,US,Alaska,Skagway-Yakutat-Angoon,Populus trichocarpa,2003,M,Alaska_Skagway-Yakutat-Angoon,117,677.9466552734375,-1.360919952392578,-1.7487707138061523,-5.546746444702149,-8.062381744384766,453.2043914794922,294.0737609863281,7.1.4,Pacific Coastal Mountains,7.1,MARINE WEST COAST FOREST,-5.120602774620056,-1.7533569944380702,-9.574519736079846,-7.283013173431908,612.6141174861132,448.7128040659928,3.759682822227478,0.0045862806319179,4.027773291377698,-0.7793685709528573,-0.26021229589152345,-0.34462810438750424
66.96666667,-160.433333,US,Alaska,Northwest Arctic,Populus balsamifera,1937,F,Alaska_Northwest Arctic,166,299.2355651855469,-21.53284606933594,-17.71810302734375,-27.163616943359376,-27.471664428710938,37.81029987335205,21.43821144104004,3.1.1,Interior Forested Lowlands and Uplands,3.1,ALASKA BOREAL INTERIOR,-18.847363973067974,-15.146210845177912,-24.18747348850056,-23.956863832874458,42.98269758281566,37.0869150155933,-2.685482096267961,-2.571892182165838,-2.976143454858814,-3.51480059583648,-0.12033674013823452,-0.42194675852584984
34.926184,-82.44013,US,South Carolina,Greenville,Populus alba,1968,F,South Carolina_Greenville,85,330.6293029785156,11.894654846191406,17.551229858398436,3.530312728881836,3.5786231994628905,319.4243507385254,341.79649353027344,8.3.4,Piedmont,8.3,SOUTHEASTERN USA PLAINS,10.257470072730111,15.85839818746102,1.683046265534931,5.098587969291111,366.1663424692315,378.420657564051,1.6371847734612928,1.6928316709374158,1.8472664633469051,-1.5199647698282202,-0.1276523435100642,-0.0967816193479834
39.083563,-77.01563,US,Maryland,Montgomery,Populus alba,1976,M,Maryland_Montgomery,107,122.49999237060548,6.340313720703125,14.0080078125,-0.7269660949707031,3.4493907928466796,256.2093391418457,231.33246612548828,8.3.1,Northern Piedmont,8.3,SOUTHEASTERN USA PLAINS,6.441583518860704,11.296502964436508,-1.014118532306056,1.4099196655171764,237.34541524046557,275.08693780065585,-0.10126979815757942,2.711504848063493,0.2871524373353529,2.039471127329503,0.07947877940792841,-0.15905688588847
44.46004,-73.22009,US,Vermont,Chittenden,Populus alba,1911,M,Vermont_Chittenden,118,204.33981323242188,-4.900524520874024,0.6981326580047608,-13.849815368652344,-9.98167724609375,177.9969139099121,149.8559799194336,8.1.1,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,-0.6863675564559076,3.269650274490109,-8.35086746393624,-6.0850839904176075,197.85983538870084,231.14045333982517,-4.214156964418116,-2.571517616485348,-5.498947904716104,-3.896593255676142,-0.10038885072236872,-0.35166701564302233
36.018748,-83.712431,US,Tennessee,Knox,Populus alba,1930,M,Tennessee_Knox,60,306.2129211425781,9.025341033935549,13.11919708251953,0.21620426177978516,2.3336154937744142,247.73451232910156,250.23505783081055,8.4.1,Ridge and Valley,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,9.22975070436122,14.683727078477876,0.9794498320252212,4.493263492303737,385.1028062923884,336.5087482577412,-0.20440967042567235,-1.5645299959583454,-0.763245570245436,-2.159647998529323,-0.35670551270662587,-0.2563787446050327
46.901202,-117.523058,US,Washington,Whitman,Populus alba,1922,M,Washington_Whitman,114,633.8917236328125,2.145357131958008,6.570306396484375,-4.210143280029297,-2.1418071746826173,106.16814422607422,74.18818140029907,10.1.2,Columbia Plateau,10.1,COLD DESERTS,3.159876100201223,9.963465022239363,-3.149091047311233,0.3218219135211744,164.77454216722714,98.54683292605296,-1.0145189682432156,-3.3931586257549906,-1.061052232718064,-2.463629088203792,-0.3556762905866502,-0.2471784308282337
38.529072,-76.516488,US,Maryland,Calvert,Populus alba,1966,M,Maryland_Calvert,79,23.835205078125,9.451276397705078,13.391493225097657,0.34669971466064453,2.2066394805908205,212.4493827819824,218.82843017578125,8.3.5,Southeastern Plains,8.3,SOUTHEASTERN USA PLAINS,7.7852643077656385,12.41756599490382,0.1377139241084211,2.393412020897666,253.9231761667284,275.2766948901906,1.6660120899394393,0.9739272301938352,0.2089857905522235,-0.18677254030684545,-0.16333205188609448,-0.2050600932161252
41.34094,-71.97913,US,Connecticut,New London,Populus alba,2003,F,Connecticut_New London,118,76.20348358154297,4.1825916290283205,6.998524475097656,-1.2499805450439454,-1.236132526397705,310.7159080505371,339.4978713989258,8.1.7,Northeastern Coastal Zone,8.1,MIXED WOOD PLAINS,4.386941846144402,5.767450410778784,-1.6108060963123525,-0.5228059645460427,298.20085908081575,287.5079048009279,-0.20435021711608137,1.2310740643188725,0.3608255512684071,-0.7133265618516623,0.04196852084295856,0.18082969452264627
40.32,-114.42,US,Nevada,Elko,Populus alba,1991,F,Nevada_Elko,114,1872.476806640625,-3.759062194824218,7.0679786682128904,-14.863449096679688,-3.3602268218994142,45.73818063735962,107.3695182800293,10.1.5,Central Basin and Range,10.1,COLD DESERTS,1.189491056597208,7.579456772523768,-7.790489968122062,-3.329424266694974,79.20517645734851,84.72457384269778,-4.948553251421426,-0.5114781043108776,-7.072959128557626,-0.03080255520444019,-0.422535461908991,0.2672771713124791
44.46004,-73.22009,US,Vermont,Chittenden,Populus alba,1911,F,Vermont_Chittenden,118,204.33981323242188,-4.900524520874024,0.6981326580047608,-13.849815368652344,-9.98167724609375,177.9969139099121,149.8559799194336,8.1.1,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,-0.6863675564559076,3.269650274490109,-8.35086746393624,-6.0850839904176075,197.85983538870084,231.14045333982517,-4.214156964418116,-2.571517616485348,-5.498947904716104,-3.896593255676142,-0.10038885072236872,-0.35166701564302233
40.665419,-119.664292,US,Nevada,Washoe,Populus alba,1913,F,Nevada_Washoe,88,1634.7618408203125,3.520497512817383,8.199268341064453,-7.202053070068359,-4.79808235168457,46.710731506347656,55.40375995635986,10.1.3,Northern Basin and Range,10.1,COLD DESERTS,3.3242100369122074,9.487618473597935,-5.804196565272444,-2.23779663534066,95.50251863637212,63.809873405144,0.1962874759051756,-1.2883501325334823,-1.3978565047959153,-2.5602857163439103,-0.5108952918383256,-0.13173687707248263
38.895742,-76.836429,US,Maryland,Prince George's,Populus alba,1974,F,Maryland_Prince George's,87,45.22758102416992,7.927573394775391,13.269914245605468,0.7896785736083984,3.4674617767333986,263.5464286804199,269.1774444580078,8.3.5,Southeastern Plains,8.3,SOUTHEASTERN USA PLAINS,7.260948653140311,12.11567881287647,-0.3624387693531427,2.017941714805716,233.84789936178825,270.71227491611194,0.6666247416350801,1.1542354327289992,1.152117342961541,1.449520061927683,0.12699934187856368,-0.00566960053281565
38.517622,-76.513287,US,Maryland,Calvert,Populus alba,1996,M,Maryland_Calvert,80,23.835205078125,5.3820960998535154,10.514126586914063,-0.9815868377685548,0.820437240600586,258.29569244384766,326.0050048828125,8.3.5,Southeastern Plains,8.3,SOUTHEASTERN USA PLAINS,7.7852643077656385,12.41756599490382,0.1377139241084211,2.393412020897666,253.9231761667284,275.2766948901906,-2.403168207912123,-1.903439407989758,-1.119300761876976,-1.57297478029708,0.01721983925661137,0.18428116485799031
33.70295203,-117.7606325,US,Utah,Utah,Populus alba,1983,M,Utah_Utah,73,1904.1907958984375,-0.8465916633605957,6.7435356140136715,-9.40958251953125,-1.8378293991088868,169.92840576171875,183.2741928100586,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",11.1,MEDITERRANEAN CALIFORNIA,1.0500153084427628,7.566106825115301,-9.095140262539102,-3.851269796355431,129.9408659195676,127.12367990830366,-1.8966069718033585,-0.8225712111016295,-0.3144422569921481,2.0134403972465438,0.3077364427208231,0.4416998700970362
41.48981467,-72.10122036,US,Idaho,Bannock,Populus alba,1939,M,Idaho_Bannock,106,1715.1043701171875,1.357161045074463,7.1039878845214846,-4.964326477050781,-3.854444885253906,74.57055854797363,59.26164722442627,8.1.7,Northeastern Coastal Zone,8.1,MIXED WOOD PLAINS,-0.47475761577360664,6.323740436249421,-8.13756311950037,-3.782629123024579,106.2510883592751,102.4606079734674,1.8319186608480695,0.7802474482720632,3.1732366424495897,-0.07181576222932717,-0.2981666381070622,-0.4216153076139045
43.98912767,-115.7318085,US,Wisconsin,Milwaukee,Populus alba,1970,M,Wisconsin_Milwaukee,115,217.1892852783203,-0.02515937089920044,2.446582221984863,-5.192059326171875,-4.134650421142578,55.40226984024048,206.38862228393555,6.2.15,Idaho Batholith,6.2,WESTERN CORDILLERA,0.4548951073723333,4.0161347780063625,-5.268387500997316,-2.7258988684065195,110.30277991892928,211.5257411847796,-0.48005447827153375,-1.5695525560214991,0.07632817482544141,-1.4087515527360588,-0.49772553437945777,-0.02428602245793087
30.45845455,-84.27783669,US,New York,Bronx,Populus alba,1927,F,New York_Bronx,95,19.249950408935547,2.137738037109375,9.231678009033203,-5.210378646850586,0.7052564144134521,323.0067901611328,208.42119216918945,8.3.5,Southeastern Plains,8.3,SOUTHEASTERN USA PLAINS,5.336283939167605,8.111382231191428,-1.2867089232952345,0.19810218112433783,251.84967533370195,281.04627917474056,-3.19854590205823,1.1202957778417757,-3.923669723555351,0.5071542332891142,0.28253804470125826,-0.2584097082473611
39.5507,-105.0998,US,Colorado,Jefferson,Populus angustifolia,2014,M,Colorado_Jefferson,128,2173.093017578125,0.08432796597480774,9.154686737060548,-13.112246704101562,-6.742665863037109,62.858774185180664,149.80175590515137,9.4.1,High Plains,9.4,SOUTH CENTRAL SEMIARID PRAIRIES,2.2420923859891246,7.419829666314006,-11.139780887021857,-7.1887034812093775,45.551921748145155,148.69193960574495,-2.157764420014317,1.7348570707465418,-1.972465817079705,0.4460376181722685,0.3799368231427082,0.00746386322183357
39.8773,-105.90078,US,Colorado,Grand,Populus angustifolia,1992,F,Colorado_Grand,169,2825.488525390625,-1.350193691253662,5.174917221069336,-14.448513793945311,-7.180699157714844,55.4522385597229,135.9478588104248,6.2.14,Southern Rockies,6.2,WESTERN CORDILLERA,-2.095579947884809,2.7647446254221335,-14.21511781595521,-10.26002007043662,92.75272582442074,122.45077193131968,0.7453862566311471,2.4101725956472024,-0.23339597799010112,3.0793209127217773,-0.402149769003091,0.11022459610687783
41.2694444,-110.2975,US,Wyoming,Uinta,Populus angustifolia,1999,F,Wyoming_Uinta,143,2213.027099609375,-2.0239051818847655,7.137240600585938,-12.092637634277343,-6.548960876464844,46.078566551208496,122.47856521606444,10.1.4,Wyoming Basin,10.1,COLD DESERTS,-1.8037579954463696,4.418211096074402,-11.315018436625852,-6.970123648443141,46.653041749253745,78.82090572846036,-0.22014718643839593,2.7190295045115356,-0.7776191976514912,0.4211627719782971,-0.01231377797685481,0.5538842656541605
40.0149774,-105.2705492,US,Colorado,Boulder,Populus angustifolia,1915,F,Colorado_Boulder,134,2248.5419921875,-2.716526412963867,2.3940967559814452,-15.505813598632813,-9.422169494628909,54.3545560836792,216.56400680541992,9.4.1,High Plains,9.4,SOUTH CENTRAL SEMIARID PRAIRIES,1.4987217991723352,6.625744409120384,-11.085564002990722,-7.505557633087414,56.15174219204208,159.1321792955158,-4.215248212136203,-4.231647653138939,-4.42024959564209,-1.9166118615414949,-0.03200588331197994,0.3609064349156593
38.43198289,-102.741153,US,Washington,Walla Walla,Populus angustifolia,1985,F,Washington_Walla Walla,117,365.89019775390625,2.2432348251342775,11.961573028564452,-5.001254653930664,0.9016871452331544,101.92310523986816,61.87823486328125,9.4.3,Southwestern Tablelands,9.4,SOUTH CENTRAL SEMIARID PRAIRIES,5.145350073757819,12.33421044870585,-1.4422267017223058,2.367939519301183,132.9808139474513,87.24536769919035,-2.9021152486235415,-0.3726374201413982,-3.559027952208358,-1.4662523740680289,-0.23355029786368964,-0.2907562143972088
42.78857124,-120.3836998,US,Colorado,Hinsdale,Populus angustifolia,1989,M,Colorado_Hinsdale,114,3326.313232421875,-3.864444351196289,5.1782173156738285,-17.111282348632813,-8.67275161743164,135.60894775390625,38.72609567642212,10.1.3,Northern Basin and Range,10.1,COLD DESERTS,-3.189493002906694,1.8835413913766883,-16.002833845494155,-10.890118150470636,98.23276004823587,109.91127568585532,-0.674951348289595,3.29467592429714,-1.108448503138657,2.217366533038996,0.3804859772576613,-0.6476603930327609
41.311367,-105.591101,US,Wyoming,Albany,Populus angustifolia,1942,F,Wyoming_Albany,117,2273.139892578125,1.507868480682373,2.8658864974975584,-9.631749725341797,-9.214739990234374,54.16013431549072,148.5717945098877,10.1.4,Wyoming Basin,10.1,COLD DESERTS,-0.8223224757965333,4.4090057433027185,-10.61765313423286,-7.653198709568055,47.78203747149241,109.3428349727342,2.3301909564789063,-1.54311924580516,0.9859034088910636,-1.5615412806663196,0.13348314934882374,0.3587702801645452
47.476387,-92.4472198,US,Minnesota,Saint Louis,Populus balsamifera,1998,M,Minnesota_Saint Louis,111,419.8227844238281,-1.615933609008789,2.448569679260254,-8.431269073486328,-8.18013687133789,58.46472120285034,143.71661186218262,5.2.1,Northern Lakes and Forests,5.2,MIXED WOOD SHIELD,-6.642284429679481,1.0430211116285897,-14.930300965389964,-10.900540280382172,66.66346495591988,153.76336143461597,5.026350820670692,1.405548567631664,6.499031891903634,2.720403409044282,-0.12298706283105476,-0.06533903446631846
43.873833,-116.414833,US,Idaho,Gem,Populus balsamifera,2000,M,Idaho_Gem,90,1083.607421875,3.778137588500977,10.45637435913086,-3.248235321044922,-0.30601136684417723,244.15596389770508,100.60820770263672,10.1.8,Snake River Plain,10.1,COLD DESERTS,2.7839358983403555,9.745838793586284,-4.864274891129994,-0.4846843876595749,188.78864084292263,119.28350526128496,0.9942016901606214,0.7105355655445766,1.6160395700850718,0.17867302081539763,0.2932767713543187,-0.15656228007167353
46.877424,-113.975386,US,Montana,Missoula,Populus balsamifera,1957,F,Montana_Missoula,216,1509.1319580078125,2.076291084289551,3.966983413696289,-6.242053604125976,-5.61097297668457,152.57540893554688,136.23406410217285,6.2.10,Middle Rockies,6.2,WESTERN CORDILLERA,-0.9179745061291472,4.366145395481287,-8.53411899760618,-5.776951872561157,144.37490115602137,109.79033734682228,2.994265590418698,-0.39916198178499807,2.292065393480204,0.1659788958765871,0.0568000927714124,0.24085659443614013
61.19,-145.78,US,Alaska,Valdez-Cordova,Populus balsamifera,1961,F,Alaska_Valdez-Cordova,156,1112.181884765625,-5.465586853027344,-9.163738250732422,-11.517854309082033,-18.205865478515623,282.27770233154297,214.45701217651367,7.1.4,Pacific Coastal Mountains,7.1,MARINE WEST COAST FOREST,-11.532210873749296,-6.488509963139765,-16.65075161820751,-13.243900058650167,286.23811445365516,205.8439713120661,6.066624020721952,-2.675228287592657,5.132897309125479,-4.9619654198654555,-0.01383607535869727,0.04184257041655077
43.79975,-73.08017,US,Vermont,Rutland,Populus balsamifera,1907,F,Vermont_Rutland,118,380.1466979980469,-3.05108757019043,3.1899600982666017,-11.540084838867188,-5.628969955444336,163.1148853302002,203.54079818725583,8.1.1,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,-0.2875042521347426,3.27319719498398,-7.7120718023332495,-5.785631015601278,223.52552701675285,243.88338273248752,-2.7635833180556872,-0.08323709671737856,-3.828013036533938,0.15666106015694226,-0.2702628307952719,-0.1654175208381579
43.604358,-84.797894,US,Michigan,Isabella,Populus deltoides,1963,F,Michigan_Isabella,135,261.11614990234375,-0.16888779401779175,5.827238845825195,-8.550894927978515,-5.01494255065918,57.70842742919922,193.19036483764648,8.1.6,Southern Michigan/Northern Indiana Drift Plains,8.1,MIXED WOOD PLAINS,0.35538753000861545,4.842062103259965,-6.1041271206484,-5.196292099286528,114.6861522123369,189.50491186542672,-0.5242753240264072,0.9851767425652298,-2.446767807330115,0.181349548627348,-0.4968143379476685,0.01944779655546299
43.604358,-84.797894,US,Michigan,Isabella,Populus deltoides,1963,M,Michigan_Isabella,135,261.11614990234375,-0.16888779401779175,5.827238845825195,-8.550894927978515,-5.01494255065918,57.70842742919922,193.19036483764648,8.1.6,Southern Michigan/Northern Indiana Drift Plains,8.1,MIXED WOOD PLAINS,0.35538753000861545,4.842062103259965,-6.1041271206484,-5.196292099286528,114.6861522123369,189.50491186542672,-0.5242753240264072,0.9851767425652298,-2.446767807330115,0.181349548627348,-0.4968143379476685,0.01944779655546299
43.589753,-84.797609,US,Michigan,Isabella,Populus deltoides,1963,M,Michigan_Isabella,105,261.11614990234375,-0.16888779401779175,5.827238845825195,-8.550894927978515,-5.01494255065918,57.70842742919922,193.19036483764648,8.1.6,Southern Michigan/Northern Indiana Drift Plains,8.1,MIXED WOOD PLAINS,0.35538753000861545,4.842062103259965,-6.1041271206484,-5.196292099286528,114.6861522123369,189.50491186542672,-0.5242753240264072,0.9851767425652298,-2.446767807330115,0.181349548627348,-0.4968143379476685,0.01944779655546299
35.08395565,-106.6191958,US,New Mexico,Bernalillo,Populus deltoides,1962,M,New Mexico_Bernalillo,101,1811.67041015625,5.1367034912109375,10.986009979248047,-5.302622985839844,-2.8887983322143556,40.046934604644775,18.52618688344955,10.1.7,Arizona/New Mexico Plateau,10.1,COLD DESERTS,6.767440926826607,14.056403100791098,-4.733184866824391,0.19206720467124735,42.305289140829615,50.97542895067421,-1.6307374356156696,-3.0703931215430504,-0.5694381190154525,-3.080865536885603,-0.0533823212664267,-0.636566336668276
41.80916,-72.25416,US,Connecticut,Tolland,Populus deltoides,1977,M,Connecticut_Tolland,98,176.1858673095703,1.0589110374450683,9.220652770996091,-7.532313537597656,0.912159538269043,224.9862289428711,348.95484161376953,8.1.7,Northeastern Coastal Zone,8.1,MIXED WOOD PLAINS,3.2765559805651847,5.874919992334703,-3.5587294238603717,-1.9341310857724732,287.74404380378076,285.51322562874867,-2.217644943120116,3.3457327786613886,-3.9735841137372847,2.846290624041516,-0.21810291546366692,0.22220202179885584
32.215017,-98.10245,US,Texas,Erath,Populus deltoides,2007,M,Texas_Erath,87,382.9168090820313,14.672703552246094,22.31024169921875,3.751064682006836,10.91152572631836,130.88101768493652,450.8606643676758,9.4.5,Cross Timbers,9.4,SOUTH CENTRAL SEMIARID PRAIRIES,13.732895899627168,20.617323546850383,3.540726291911078,7.703115627384988,123.48562710101828,257.10384895609207,0.939807652618926,1.6929181523683674,0.2103383900957585,3.2084100989333715,0.05988867496189177,0.7536130485727318
35.091912,-103.042168,US,Texas,Deaf Smith,Populus deltoides,1967,M,Texas_Deaf Smith,105,1234.2333984375,8.715312957763672,20.815040588378903,-5.39669189453125,3.782216262817383,6.5545796155929565,53.39580202102661,9.4.3,Southwestern Tablelands,9.4,SOUTH CENTRAL SEMIARID PRAIRIES,9.228646617824747,17.079859879437617,-3.1435904894844957,1.5180029291665862,32.59995471814679,104.97608665901824,-0.5133336600610772,3.735180708941286,-2.253101405046754,2.2642133336507966,-0.7989389963187787,-0.4913527097417333
44.48735,-73.23124,US,Vermont,Chittenden,Populus deltoides,1912,M,Vermont_Chittenden,123,204.33981323242188,2.1315896987915037,0.00856658816337585,-3.6758960723876952,-10.582112121582032,184.67694091796875,307.0984573364258,8.1.1,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,-0.6863675564559076,3.269650274490109,-8.35086746393624,-6.0850839904176075,197.85983538870084,231.14045333982517,2.8179572552474115,-3.261083686326733,4.674971391548544,-4.4970281311644245,-0.06662744080845893,0.3286227179148357
35.08460685,-106.6510176,US,New Mexico,Bernalillo,Populus deltoides,1936,F,New Mexico_Bernalillo,111,1811.67041015625,6.2891387939453125,15.084584045410155,-4.611698150634766,-0.12935950756072995,46.11707019805908,36.21858501434326,10.1.7,Arizona/New Mexico Plateau,10.1,COLD DESERTS,6.767440926826607,14.056403100791098,-4.733184866824391,0.19206720467124735,42.305289140829615,50.97542895067421,-0.47830213288129464,1.0281809446190575,0.1214867161896258,-0.3214267122319773,0.09010176114245363,-0.28948935281369065
35.08460685,-106.6510176,US,New Mexico,Bernalillo,Populus deltoides,1936,M,New Mexico_Bernalillo,111,1811.67041015625,6.2891387939453125,15.084584045410155,-4.611698150634766,-0.12935950756072995,46.11707019805908,36.21858501434326,10.1.7,Arizona/New Mexico Plateau,10.1,COLD DESERTS,6.767440926826607,14.056403100791098,-4.733184866824391,0.19206720467124735,42.305289140829615,50.97542895067421,-0.47830213288129464,1.0281809446190575,0.1214867161896258,-0.3214267122319773,0.09010176114245363,-0.28948935281369065
44.72459,-93.40903,US,Minnesota,Scott,Populus deltoides,1996,M,Minnesota_Scott,125,285.7647399902344,-3.148468017578125,1.894329643249512,-10.307694244384766,-9.000749206542968,76.24574303627014,128.56658172607422,8.1.4,North Central Hardwood Forests,8.1,MIXED WOOD PLAINS,-2.8351577791117,4.4147682539680435,-10.986587251566224,-6.226739075083692,63.91863291855586,183.94503867405805,-0.3133102384664248,-2.5204386107185313,0.6788930071814576,-2.774010131459276,0.19285628548128209,-0.3010598021407461
38.9694,-77.1767,US,Maryland,Montgomery,Populus deltoides,1949,M,Maryland_Montgomery,93,122.49999237060548,7.387241363525391,12.272672271728515,-0.40050768852233887,2.257945251464844,349.79578399658203,264.23852920532227,8.3.1,Northern Piedmont,8.3,SOUTHEASTERN USA PLAINS,6.441583518860704,11.296502964436508,-1.014118532306056,1.4099196655171764,237.34541524046557,275.08693780065585,0.9456578446646864,0.9761693072920076,0.6136108437837171,0.8480255859476675,0.4737836146621489,-0.03943629123966247
39.5604,-105.0806,US,Colorado,Jefferson,Populus deltoides,2014,M,Colorado_Jefferson,114,2173.093017578125,0.08432796597480774,9.154686737060548,-13.112246704101562,-6.742665863037109,62.858774185180664,149.80175590515137,9.4.1,High Plains,9.4,SOUTH CENTRAL SEMIARID PRAIRIES,2.2420923859891246,7.419829666314006,-11.139780887021857,-7.1887034812093775,45.551921748145155,148.69193960574495,-2.157764420014317,1.7348570707465418,-1.972465817079705,0.4460376181722685,0.3799368231427082,0.00746386322183357
41.34583,-72.03027,US,Connecticut,New London,Populus deltoides,1928,F,Connecticut_New London,119,76.20348358154297,5.069234085083008,4.0255481719970705,-1.2360023498535155,-1.3801325798034667,310.22997283935547,222.0114784240723,8.1.7,Northeastern Coastal Zone,8.1,MIXED WOOD PLAINS,4.386941846144402,5.767450410778784,-1.6108060963123525,-0.5228059645460427,298.20085908081575,287.5079048009279,0.6822922389386061,-1.7419022387817131,0.37480374645883696,-0.857326615257424,0.04033896413182263,-0.22780739340786377
35.372698,-90.261361,US,Arkansas,Crittenden,Populus deltoides,1978,M,Arkansas_Crittenden,96,63.00248718261719,9.25964813232422,14.268502807617187,0.7635120868682861,3.8541446685791017,284.2401237487793,382.5722351074219,8.5.2,Mississippi Alluvial Plain,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,10.349704697172522,16.98670978706424,2.0082609178050093,6.263083894242761,348.63957079547947,383.97676048471146,-1.090056564848302,-2.718206979447052,-1.2447488309367232,-2.408939225663659,-0.1847164018122271,-0.003657839540905
41.73555,-73.47388,US,Connecticut,Litchfield,Populus deltoides,1928,M,Connecticut_Litchfield,115,277.29168701171875,3.376607894897461,4.379600906372071,-3.7358478546142577,-3.067300224304199,289.143798828125,229.97599411010745,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,2.8780066994287203,6.112723715165083,-4.296708422778016,-2.481719167437873,266.4814430133367,285.9638392934078,0.4986011954687406,-1.733122808793012,0.5608605681637582,-0.5855810568663262,0.08504290414568993,-0.19578645090806412
